Token||
Prefix||
GlobalPrefix|Prefix|
LocalPrefix|Prefix|
Context||
ContextType||
DataStructure|Context|
DataStructureType|ContextType|
LifecycleType||
ContextRelationType||
VisibilityModifierType||
